"","id","hb","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","sir_lower95pc_confidence_interval","sir_upper95pc_confidence_interval"
"705",699,"S08000020","C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)","All","d","2015-2019",8,9,0,2,3,6,8,3,8,12,27,29,29,36,39,26,19,11,275,5.09797674048112,5.47119113910199,0,1.31582410063423,1.55380838435004,2.80291316107875,3.84033794973958,1.53615336955242,4.24876520261299,5.80956253994074,12.7360292834333,14.7618005324429,16.5444846963517,22.2333388916681,29.9753279992621,27.1642601918215,27.1277431145505,17.4725204905013,9.3775042198769,8.30181723797005,10.5538841529356,9.80882698280541,"8.67167690989405"," ","11.0150198140643"," ",6.22091182700223,"5.38251449931533"," ","7.11910449270803"," ",113.950334858131,100.879171260998,128.245064473746
"706",700,"S08000020","C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)","Male"," ","2015-2019",6,4,0,2,0,1,3,3,6,9,16,19,20,14,22,15,9,5,154,7.45026945141183,4.75014250427513,0,2.56134419343271,0,0.89818207947115,2.84101670517823,3.02501688967763,6.29722921914358,8.78614522521819,15.286721571475,19.4125159642401,22.9173828348803,17.4886323889472,35.4541352414104,34.5677874311525,30.2500672223716,22.61522456918,10.5653998249162,8.96261737256399,12.3721019234773,11.4509696838902,"9.68980139546499"," ","13.3570251936903"," ",7.22966465102109,"5.95827605778385"," ","8.62217196100333"," ",112.2715994014,95.2398777060489,131.470241914574
"707",701,"S08000020","C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)","Female"," ","2015-2019",2,5,0,0,3,5,5,0,2,3,11,10,9,22,17,11,10,6,121,2.61810946315665,6.22742558226429,0,0,3.1388633129656,4.86726955912272,4.86764863365103,0,2.15030641866466,2.88123547377115,10.2486700021429,10.144251252815,10.225529739249,26.8728547522201,24.9797957534347,21.0240629957379,24.8219028470723,14.6889612456239,8.20360117752186,6.8071307303335,9.8022565904365,8.16668428172059,"6.77294887943125"," ","9.68888263175717"," ",5.21215900298337,"4.15773529529196"," ","6.38395004828368"," ",116.160922597532,96.3872534472001,138.797479843699
"708",713,"S08000020","D05","Carcinoma in situ of the breast","Female"," ","2015-2019",0,0,0,0,0,0,0,4,16,16,82,43,37,50,36,11,9,4,308,0,0,0,0,0,0,0,4.16146483562214,17.2024513493173,15.3665891934461,76.3991763796107,43.6202803871046,42.0382889280236,61.0746698914092,52.8983910072735,21.0240629957379,22.339712562365,9.79264083041594,20.8818939064193,18.6146826363194,23.3490882351115,20.9109975096822,"18.6372133102606"," ","23.3137605599356"," ",12.7112422280978,"11.2809058934813"," ","14.2257151342067"," ",122.076653490513,108.822416789086,136.500001703432
"709",702,"S08000020","D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)","All","d","2015-2019",0,3,2,1,9,2,9,10,17,19,23,25,29,36,31,25,19,31,291,0,1.82373037970066,1.34165157308647,0.657912050317114,4.66142515305013,0.934304387026249,4.32038019345702,5.12051123184139,9.02862605555261,9.19847402157284,10.849210130332,12.7256901141749,16.5444846963517,22.2333388916681,23.8265427686443,26.1194809536745,27.1277431145505,49.24073956414,9.92310446539701,8.81562160272764,11.1312251212007,10.3933329423176,"9.21561054736276"," ","11.6408479589445"," ",5.95190613857104,"5.20790500884569"," ","6.74485812821235"," ",91.4338840913055,81.2292691896355,102.565799954558
"710",703,"S08000020","D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)","Male"," ","2015-2019",0,2,2,0,3,1,5,1,6,6,11,13,17,12,14,10,8,8,119,0,2.37507125213756,2.62205674130788,0,3.07698619458861,0.89818207947115,4.73502784196371,1.00833896322588,6.29722921914358,5.85743015014546,10.509621080389,13.2822477650064,19.4797754096482,14.9902563333833,22.5617224263521,23.0451916207683,26.8889486421081,36.184359310688,8.16417259198072,6.76334006435511,9.76964971378659,9.09220144668237,"7.49254136456601"," ","10.8443293986976"," ",5.14810983983081,"4.1782279201692"," ","6.21770359301011"," ",97.5673330404685,80.826445679633,116.75386042794
"711",704,"S08000020","D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)","Female"," ","2015-2019",0,1,0,1,6,1,4,9,11,13,12,12,12,24,17,15,11,23,172,0,1.24548511645286,0,1.35296027708626,6.2777266259312,0.973453911824545,3.89411890692082,9.36329588014981,11.8266853026556,12.485353719675,11.180367275065,12.173101503378,13.634039652332,29.3158415478764,24.9797957534347,28.6691768123698,27.3040931317795,56.3076847748917,11.6613173763121,9.98365830254314,13.5402133038485,11.6944644379528,"10.007272585168"," ","13.5111588004028"," ",6.75570243731128,"5.65478537877462"," ","7.95308717844628"," ",87.6229056996343,75.017008949444,101.740892147064
"712",705,"S08000020","C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","All brain and CNS tumours (malignant and non-malignant)","All","d","2015-2019",8,12,2,3,12,8,17,13,25,31,50,54,58,72,70,51,38,42,566,5.09797674048112,7.29492151880266,1.34165157308647,1.97373615095134,6.21523353740017,3.737217548105,8.1607181431966,6.6566646013938,13.2773912581656,15.0080365615136,23.5852394137653,27.4874906466178,33.0889693927033,44.4666777833361,53.8018707679064,53.283741145496,54.2554862291009,66.7132600546413,19.3006086852739,17.7430985348918,20.9582107424804,20.202159925123,"18.5504143721987"," ","21.9233430901625"," ",12.1728179655733,"11.040303885873"," ","13.3598343626114"," ",101.144403207077,92.982306497165,109.831029290475
"713",706,"S08000020","C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","All brain and CNS tumours (malignant and non-malignant)","Male"," ","2015-2019",6,6,2,2,3,2,8,4,12,15,27,32,37,26,36,25,17,13,273,7.45026945141183,7.12521375641269,2.62205674130788,2.56134419343271,3.07698619458861,1.7963641589423,7.57604454714194,4.03335585290351,12.5944584382872,14.6435753753636,25.796342651864,32.6947637292465,42.3971582445285,32.4788887223305,58.0158576677625,57.6129790519208,57.1390158644797,58.7995838798679,18.729572416897,16.5735024833056,21.0882430306047,20.5431711305726,"18.1323730226897"," ","23.102252937548"," ",12.3777744908519,"10.7557461233591"," ","14.1120552201871"," ",105.350727954123,93.2231933811007,118.617857636909
"714",707,"S08000020","C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","All brain and CNS tumours (malignant and non-malignant)","Female"," ","2015-2019",2,6,0,1,9,6,9,9,13,16,23,22,21,46,34,26,21,29,293,2.61810946315665,7.47291069871715,0,1.35296027708626,9.41658993889679,5.84072347094727,8.76176754057185,9.36329588014981,13.9769917213203,15.3665891934461,21.4290372772079,22.3173527561931,23.859569391581,56.1886963000965,49.9595915068694,49.6932398081076,52.1259959788517,70.9966460205156,19.8649185538339,17.6552196012382,22.274694574119,19.8611487196734,"17.6457707956964"," ","22.2056336030668"," ",11.9678614402946,"10.420105485773"," ","13.6212252745298"," ",97.5166393390877,86.6692545273009,109.346200000074
"715",708,"S08000020","C50","Breast","All","d","2015-2019",0,0,0,0,2,7,32,73,132,196,303,257,285,318,200,202,147,167,2321,0,0,0,0,1.03587225623336,3.27006535459187,15.3613517989583,37.3797319924421,70.1046258431143,94.8895214856988,142.926550847418,130.820094373718,162.592349602077,196.394493543068,153.719630765447,211.04540610569,209.883065149417,265.264629264883,79.146135615761,75.9586701792413,82.4329885193652,79.0381902179053,"75.8473488343636"," ","82.2938544617154"," ",44.8673237690314,"42.9184801439124"," ","46.8588316209656"," ",93.313555219109,89.5555229449412,97.1887656451311
"716",709,"S08000020","C50","Breast","Male"," ","2015-2019",0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,1.91084019643437,1.02171136653895,1.14586914174401,0,1.61155160188229,2.30451916207683,0,9.04608982767199,0.548851938956687,0.236955310879927,1.08145712095553,0.636789808843531," ","z"," ","z",0.282751902949811," ","z"," ","z",56.4280580714465,24.3616303298244,111.185769588533
"717",710,"S08000020","C50","Breast","Female"," ","2015-2019",0,0,0,0,2,7,32,73,132,196,301,256,284,318,199,201,147,165,2313,0,0,0,0,2.09257554197707,6.81417738277181,31.1529512553666,75.946733250104,141.920223631868,188.240717619715,280.440879149547,259.692832072065,322.672271771857,388.434900509363,292.410550290206,384.166969285755,364.881971851962,403.946434254658,156.817599368662,150.491257398831,163.34154792787,157.439590626967,"151.073400113315"," ","163.935324127398"," ",89.451895635113,"85.5595581655045"," ","93.4295998897224"," ",93.5250027511608,89.7520132875083,97.4158435075863
"718",714,"S08000020","C18-C20","Colorectal cancer","All","d","2015-2019",0,0,0,3,2,3,15,22,21,57,113,134,235,301,367,290,264,298,2125,0,0,0,1.97373615095134,1.03587225623336,1.40145658053937,7.20063365576171,11.2651247100511,11.1530086568591,27.5954220647185,53.3026410751096,68.2096990119774,134.067375987677,185.895416844225,282.075522454595,302.985979062624,376.932851696912,473.346464197217,72.4625326081397,69.4140244995654,75.6104592760564,79.5846669659074,"76.1766637786627"," ","83.0662009439076"," ",33.4266904011535,"31.8950220877226"," ","34.993775480104"," ",104.316438262339,99.9278322275479,108.84816639947
"719",715,"S08000020","C18-C20","Colorectal cancer","Male"," ","2015-2019",0,0,0,2,1,2,6,14,15,28,62,85,139,164,203,145,137,150,1153,0,0,0,2.56134419343271,1.02566206486287,1.7963641589423,5.68203341035645,14.1167454851623,15.7430730478589,27.3346740340121,59.2360460894655,86.845466155811,159.275810702418,204.866836556238,327.144975182105,334.155278501141,460.473245496101,678.456737075399,79.1032857021326,74.6026934191448,83.8044177933876,93.155066325663,"87.7468914730882"," ","98.7226835505628"," ",38.7606353109573,"36.413469883969"," ","41.1800733971583"," ",103.318315688347,97.4400059550544,109.458554304046
"720",716,"S08000020","C18-C20","Colorectal cancer","Female"," ","2015-2019",0,0,0,1,1,1,9,8,6,29,51,49,96,137,164,145,127,148,972,0,0,0,1.35296027708626,1.04628777098853,0.973453911824545,8.76176754057185,8.32292967124428,6.45091925599398,27.8519429131211,47.5165609190262,49.7068311387936,109.072317218656,167.344595502461,240.981559033135,277.135375852908,315.238166157818,362.32771072539,65.900002847531,61.8217261024495,70.1766300225423,66.0142676061517,"61.9143414635848"," ","70.2437731393722"," ",28.0927454913496,"26.1469594112306"," ","30.10737278103"," ",105.525721217897,98.99517377852,112.373887341156
"721",717,"S08000020","C18","Colon","All","d","2015-2019",0,0,0,3,2,0,11,17,11,36,66,78,168,213,245,217,182,228,1477,0,0,0,1.97373615095134,1.03587225623336,0,5.28046468089192,8.70486909413036,5.84205215359286,17.4286876198222,31.1325160261702,39.7041531562257,95.843911344382,131.547255109036,188.306547687672,226.717094677895,259.855223518325,362.157697439482,50.3657226645752,47.8295926661629,53.0014148239264,55.3838961023764,"52.5401336106121"," ","58.3015516328041"," ",22.7486286094881,"21.4949769546758"," ","24.0373110369928"," ",104.259585478549,99.0096685039606,109.715601146449
"722",718,"S08000020","C18","Colon","Male"," ","2015-2019",0,0,0,2,1,0,5,9,9,15,38,44,100,104,123,103,89,107,749,0,0,0,2.56134419343271,1.02566206486287,0,4.73502784196371,9.0750506690329,9.44584382871536,14.6435753753636,36.3059637322531,44.9553001277139,114.586914174401,129.915554889322,198.220847031522,237.365473693914,299.139553643453,483.965805780451,51.3862627848199,47.7716141428043,55.2019232408263,61.3202112329165,"56.9076324482594"," ","65.8952110912339"," ",24.9345956855685,"23.0623071116113"," ","26.8789160327631"," ",102.521735941634,95.3100798780223,110.134434599089
"723",719,"S08000020","C18","Colon","Female"," ","2015-2019",0,0,0,1,1,0,6,8,2,21,28,34,68,109,122,114,93,121,728,0,0,0,1.35296027708626,1.04628777098853,0,5.84117836038123,8.32292967124428,2.15030641866466,20.1686483163981,26.0875236418183,34.4904542595711,77.2595580298813,133.142780363272,179.266769524649,217.88574377401,230.843696477772,296.227385120082,49.3572037788092,45.8364833418968,53.0766026416263,49.4475809718363,"45.9074240390278"," ","53.1173591745707"," ",20.5626615334077,"18.9169320272931"," ","22.2760544696481"," ",106.110147208871,98.5411575733104,114.10626389795
"724",720,"S08000020","C19-C20","Rectum and rectosigmoid junction","All","d","2015-2019",0,0,0,0,0,3,4,5,10,21,47,56,67,88,122,73,82,70,648,0,0,0,0,0,1.40145658053937,1.92016897486979,2.56025561592069,5.31095650326624,10.1667344448963,22.1701250489394,28.5055458557518,38.2234646432952,54.3481617351886,93.7689747669226,76.2688843847295,117.077628178586,111.188766757736,22.0968099435645,20.4279982719523,23.8656227551982,24.200770863531,"22.3484819989952"," ","26.1257531284184"," ",10.6780617916654,"9.81048073733322"," ","11.5818773577188"," ",104.446256021149,96.5581883973853,112.807004755886
"725",721,"S08000020","C19-C20","Rectum and rectosigmoid junction","Male"," ","2015-2019",0,0,0,0,0,2,1,5,6,13,24,41,39,60,80,42,48,43,404,0,0,0,0,0,1.7963641589423,0.947005568392742,5.04169481612939,6.29722921914358,12.6910986586485,22.9300823572125,41.8901660280971,44.6888965280165,74.9512816669165,128.924128150583,96.789804807227,161.333691852649,194.490931294948,27.7170229173127,25.0798405908095,30.5560939268958,31.8348550927466,"28.7623676943168"," ","35.0610179500212"," ",13.8260396253888,"12.4349697438437"," ","15.2898021542151"," ",104.828370094175,94.8543001605744,115.566001888329
"726",722,"S08000020","C19-C20","Rectum and rectosigmoid junction","Female"," ","2015-2019",0,0,0,0,0,1,3,0,4,8,23,15,28,28,42,31,34,27,244,0,0,0,0,0,0.973453911824545,2.92058918019062,0,4.30061283732932,7.68329459672307,21.4290372772079,15.2163768792225,31.8127591887746,34.2018151391892,61.7147895084858,59.2496320788976,84.3944696800457,66.1003256053076,16.5427990687218,14.5320528231276,18.7539873063465,16.5666866343154,"14.546707266367"," ","18.7160819077818"," ",7.53008395794196,"6.5176010842566"," ","8.61459882441624"," ",103.81966328743,91.2005776473975,117.696687202287
"727",723,"S08000020","C53","Cervix uteri","Female"," ","2015-2019",0,0,0,0,1,31,33,16,21,13,10,21,4,5,8,5,5,3,176,0,0,0,0,1.04628777098853,30.1770712665609,32.1264809820968,16.6458593424886,22.5782173959789,12.485353719675,9.31697272922082,21.3029276309116,4.54467988411066,6.10746698914092,11.7551980016163,9.55639227078993,12.4109514235361,7.34448062281196,11.9325108036682,10.2346943169474,13.8315076241851,11.6801590522887,"10.0121885441747"," ","13.4747485801694"," ",9.64044539912643,"8.20351935685149"," ","11.1916264464059"," ",96.5182711078446,82.7851754791938,111.878650241065
"728",1596,"GR0800001","C22","Liver and intrahepatic bile ducts","Female"," ","2015-2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53016296578672,23.5238767348859,32.9760923330585,31.9233838786911,3.88858644327663,1.56341342979983,8.01197426961369,3.04392399092416," ","z"," ","z",0.750339407723342," ","z"," ","z",45.1224964917081,18.141583845514,92.9695883442087
"729",724,"S08000020","D06","Carcinoma in situ of the cervix uteri","Female"," ","2015-2019",0,0,0,0,84,343,298,180,80,49,33,21,14,7,0,1,0,0,1110,0,0,0,0,87.8881727630367,333.894691755819,290.111858565601,187.265917602996,86.0122567465864,47.0601794049288,30.7460100064287,21.3029276309116,15.9063795943873,8.55045378479729,0,1.91127845415799,0,0,75.2561760913162,70.8935412230263,79.8170257654849,71.6259473091639,"67.457872118319"," ","75.9172021388213"," ",73.6709410881341,"69.3413479594962"," ","78.1297956062965"," ",89.0315859525616,83.8703842887341,94.427285028339
"730",725,"S08000020","C54","Corpus uteri","Female"," ","2015-2019",0,0,0,0,0,0,1,4,7,11,24,44,71,66,60,49,30,30,397,0,0,0,0,0,0,0.973529726730206,4.16146483562214,7.52607246532631,10.5645300704942,22.36073455013,44.6347055123861,80.6680679429643,80.6185642566602,88.1639850121226,93.6526442537413,74.4657085412168,73.4448062281196,26.9159476650924,24.333074457234,29.6983600283742,27.1856197345502,"24.5703826690565"," ","29.9312140332047"," ",13.3815991359372,"12.0011782193199"," ","14.8360833294216"," ",96.2568089838071,87.0199381111292,106.207271761454
"731",726,"S08000020","C56","Ovary","Female"," ","2015-2019",1,0,0,2,5,11,4,10,11,19,25,28,31,45,44,33,25,20,314,1.30905473157833,0,0,2.70592055417253,5.23143885494266,10.70799303007,3.89411890692082,10.4036620890553,11.8266853026556,18.2478246672173,23.2924318230521,28.4039035078821,35.2212691018576,54.9672029022683,64.6535890088899,63.0721889872136,62.0547571176806,48.9632041520797,21.2886840474534,18.9988612380436,23.7784541998219,21.4084454732399,"19.0993783612855"," ","23.8473725848044"," ",12.1756394854259,"10.7055263391568"," ","13.7389621022968"," ",101.90251861339,90.9418264946509,113.820298440892
"732",727,"S08000020","C53-C55","Uterus","Female"," ","2015-2019",0,0,0,1,1,31,35,20,28,24,38,65,75,72,69,55,38,37,589,0,0,0,1.35296027708626,1.04628777098853,30.1770712665609,34.0735404355572,20.8073241781107,30.1042898613052,23.0498837901692,35.4044963710391,65.9376331432977,85.2127478270749,87.9475246436293,101.388582763941,105.120314978689,94.3232308188746,90.5819276813475,39.9332321781849,36.7729557077054,43.2924590642937,39.9176779854616,"36.7492414039366"," ","43.2152608480169"," ",23.5599038380928,"21.5173328153261"," ","25.6937664233407"," ",95.4080987454795,87.8575962413711,103.433931691539
"733",728,"S08000020","C52","Vagina","Female"," ","2015-2019",1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,2,1,11,1.30905473157833,0,0,0,0,0,0,0,0,0.960411824590384,0.931697272922082,0,0,0,5.87759900080817,1.91127845415799,4.96438056941445,2.44816020760399,0.74578192522926,0.372291650038227,1.33440987044425,0.750046600221734," ","z"," ","z",0.435023609353762," ","z"," ","z",91.0672452448657,45.4604407129131,162.944457109978
"734",729,"S08000020","C51","Vulva","Female"," ","2015-2019",0,0,0,0,0,1,0,0,3,1,3,8,7,5,11,9,11,12,71,0,0,0,0,0,0.973453911824545,0,0,3.22545962799699,0.960411824590384,2.79509181876625,8.11540100225202,7.95318979719366,6.10746698914092,16.1633972522225,17.2015060874219,27.3040931317795,29.3779224912478,4.81368333557068,3.75952662200782,6.07180653515825,4.83594446125727,"3.77375798540281"," ","6.02784562431601"," ",2.07344391672538,"1.55946899636506"," ","2.65950308929949"," ",106.725549358114,83.3535395017156,134.619758485656
"735",730,"S08000020","C00-C14, C30-C32","Head and neck","All","d","2015-2019",0,0,1,0,1,1,2,9,14,32,53,72,102,113,71,52,39,36,598,0,0,0.670825786543235,0,0.517936128116681,0.467152193513125,0.960084487434894,4.60846010865725,7.43533910457273,15.4921667731753,25.0003537785912,36.6499875288237,58.1909461733748,69.7879804099581,54.5704689217336,54.3285203836429,55.6832621824983,57.1827943325497,20.3918091763141,18.789962111519,22.0937105197169,21.8853828084942,"20.144273794958"," ","23.6976290398629"," ",11.3363655895033,"10.3965455057369"," ","12.3162714570443"," ",87.6251227248083,80.7418665887081,94.9383195476974
